type,msg_len,enc_elapsed_time_sd,dec_elapsed_time_sd,all_len,iv_len,ciphertext_len,tag_len,sig_len,c2_len,e_len
hpke_auth,52428800,0.165423,0.172171,52428881,0,52428800,16,0,0,65
imessage,52428800,0.333321,0.334338,52429015,16,52428800,0,71,128,0
hybrid_signcryption,52428800,0.142884,0.150889,52428864,16,52428800,16,32,0,0
ecies_signature,52428800,0.245969,0.238993,52428952,16,52428800,0,71,0,65
hpke_auth,52428800,0.165558,0.171462,52428881,0,52428800,16,0,0,65
imessage,52428800,0.332039,0.331473,52429014,16,52428800,0,70,128,0
hybrid_signcryption,52428800,0.143101,0.150119,52428864,16,52428800,16,32,0,0
ecies_signature,52428800,0.244817,0.243777,52428953,16,52428800,0,72,0,65
hpke_auth,52428800,0.166470,0.172663,52428881,0,52428800,16,0,0,65
imessage,52428800,0.334723,0.334859,52429016,16,52428800,0,72,128,0
hybrid_signcryption,52428800,0.144023,0.151478,52428864,16,52428800,16,32,0,0
ecies_signature,52428800,0.248814,0.242450,52428951,16,52428800,0,70,0,65
hpke_auth,52428800,0.168556,0.171484,52428881,0,52428800,16,0,0,65
